property_id,neighborhood,property_type,bedrooms,bathrooms,square_feet,lot_size,age,stories,condition,garage_spaces,has_pool,has_fireplace,has_deck,has_fence,has_central_heat,has_central_air,years_since_roof_replaced,years_since_hvac_replaced,kitchen_updated,bathrooms_updated,has_hoa,hoa_fee,has_special_assessment,school_rating,walk_score,transit_score,listing_month,is_spring_summer,annual_tax,estimated_rent,days_on_market,price_reductions,is_foreclosure,has_lien,owner_occupied,num_distress_keywords,estimated_repair_cost,parking_type,heating_type,cooling_type,roof_type,foundation_type,flooring_type,exterior_type,water_source,sewer_type,listing_season,listed_price,true_market_value,spread,spread_percentage,predicted_market_value,predicted_spread,predicted_spread_pct,prediction_error,prediction_error_pct,distress_score,estimated_profit,opportunity_score
PROP_0234,Weston,Single Family,4,5.0,4750.0,87555.59999999999,45,3,Fair,3,0,0,0,1,1,1,23,20,0,0,0,0,0,8,72,65,11,0,33180,13441,10,0,0,0,1,0,82751,Street,Gas,Central AC,Asphalt Shingle,Slab,Tile,Wood,Municipal,Municipal,Fall,2100000.0,2183110,83110.0,3.81,2443239,343239.0,14.05,260129,11.92,1.0,245488.0,52.85
PROP_0006,Mansfield,Single Family,4,3.0,2745.0,65775.6,45,2,Fair,3,0,0,1,1,1,0,16,18,0,0,0,0,0,8,22,17,6,1,10819,3916,180,2,0,0,1,0,12850,Garage,Gas,Central AC,Asphalt Shingle,Crawl Space,Tile,Brick,Municipal,Municipal,Spring,599000.0,713731,114731.0,16.07,722472,123472.0,17.09,8741,1.22,38.0,95622.0,51.34
PROP_0009,Danbury,Condo,1,1.0,435.0,8712.0,50,1,Fair,0,0,0,0,0,1,0,17,20,0,0,1,470,0,8,46,39,12,0,2315,689,90,2,0,0,1,0,3532,Driveway,Heat Pump,Central AC,Asphalt Shingle,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Fall,105000.0,115634,10634.0,9.2,134805,29805.0,22.11,19171,16.58,29.0,11273.0,51.15
PROP_0362,West Hartford,Single Family,4,3.0,1898.0,14374.8,47,1,Poor,3,0,1,1,0,1,0,25,20,1,1,0,0,0,9,42,41,7,1,11424,2875,180,3,0,0,0,3,23544,Garage,Gas,Central AC,Asphalt Shingle,Crawl Space,Laminate,Vinyl Siding,Municipal,Municipal,Summer,508900.0,599195,90295.0,15.07,605652,96752.0,15.97,6457,1.08,63.0,58208.0,50.36
PROP_0216,East Windsor,Single Family,2,2.0,1700.0,8712.0,48,2,Poor,1,0,0,1,1,1,0,15,20,1,0,0,0,0,7,56,52,9,0,6666,2156,30,1,0,1,1,0,36627,Street,Electric,Window Units,Metal,Crawl Space,Hardwood,Brick,Municipal,Municipal,Summer,349900.0,448703,98803.0,22.02,438787,88887.0,20.26,-9916,-2.21,28.0,37260.0,49.85
PROP_0327,New Haven,Single Family,4,3.0,2591.0,7840.799999999999,60,2,Poor,3,0,1,1,0,1,0,25,20,1,0,0,0,0,7,28,24,4,1,12158,3467,120,1,1,0,0,2,55392,Street,Oil,Central AC,Asphalt Shingle,Slab,Hardwood,Brick,Municipal,Municipal,Spring,545000.0,601105,56105.0,9.33,659193,114193.0,17.32,58088,9.66,52.0,43801.0,49.42
PROP_0177,Tolland,Single Family,3,3.0,2461.0,192535.2,60,2,Distressed,2,0,0,1,0,0,1,25,20,0,1,0,0,0,8,39,37,9,0,8059,3256,10,1,1,0,1,1,63227,Driveway,Electric,Central AC,Asphalt Shingle,Crawl Space,Carpet,Wood,Municipal,Municipal,Summer,498000.0,573251,75251.0,13.13,613683,115683.0,18.85,40432,7.05,36.0,37456.0,48.65
PROP_0381,Cromwell,Condo,2,2.0,979.0,8712.0,63,1,Poor,1,0,0,0,1,0,0,25,20,0,1,1,110,0,7,86,76,2,0,2769,802,20,2,1,0,1,0,8382,Carport,Heat Pump,Central AC,Tile,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Winter,144900.0,190387,45487.0,23.89,177035,32135.0,18.15,-13352,-7.01,42.0,8753.0,45.58
PROP_0321,Plymouth,Condo,1,1.0,480.0,3920.4,49,1,Fair,0,0,0,0,1,1,1,20,20,0,0,1,347,0,6,97,69,5,1,1171,464,180,0,0,0,0,0,3778,Driveway,Oil,Central AC,Metal,Slab,Laminate,Vinyl Siding,Well,Municipal,Spring,79900.0,107902,28002.0,25.95,100552,20652.0,20.54,-7350,-6.81,18.0,1874.0,44.87
PROP_0359,West Haven,Single Family,5,3.0,2541.0,5662.8,65,2,Poor,3,1,1,0,1,1,1,25,20,0,0,0,0,0,7,88,76,4,1,4658,1732,120,0,1,0,1,0,26229,Garage,Gas,Central AC,Tile,Basement,Carpet,Brick,Municipal,Municipal,Spring,279900.0,332295,52395.0,15.77,341783,61883.0,18.11,9488,2.86,32.0,20654.0,44.69
PROP_0077,North Haven,Condo,2,1.0,672.0,20037.6,48,1,Fair,1,0,0,0,1,1,1,25,20,1,0,1,446,0,7,80,57,6,1,5405,1496,120,1,0,0,0,0,6813,Garage,Electric,Central AC,Asphalt Shingle,Basement,Hardwood,Stucco,Municipal,Municipal,Spring,229000.0,255794,26794.0,10.47,279601,50601.0,18.1,23807,9.31,22.0,28788.0,43.48
PROP_0312,Meriden,Single Family,2,2.0,1294.0,14810.4,55,1,Fair,1,0,0,0,0,1,0,25,20,0,0,0,0,0,7,47,35,5,1,5799,1843,20,1,1,0,0,0,16286,Street,Oil,Central AC,Asphalt Shingle,Basement,Hardwood,Brick,Municipal,Septic,Spring,315900.0,407368,91468.0,22.45,377639,61739.0,16.35,-29729,-7.3,32.0,30453.0,42.15
PROP_0119,Farmington,Single Family,4,4.0,3753.0,46173.600000000006,61,2,Poor,3,0,1,1,0,0,1,20,20,1,0,0,0,0,8,40,36,4,1,14926,5507,180,2,0,0,0,0,45854,Driveway,Electric,Central AC,Asphalt Shingle,Basement,Laminate,Brick,Well,Municipal,Spring,849900.0,937485,87585.0,9.34,982262,132362.0,13.48,44777,4.78,38.0,71508.0,41.71
PROP_0380,Harwinton,Single Family,4,3.0,3300.0,174240.0,64,2,Poor,3,0,1,1,1,1,0,24,20,0,0,0,0,0,7,81,70,3,0,7750,3341,10,0,1,0,0,0,21823,Garage,Heat Pump,Window Units,Tile,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Winter,525000.0,669478,144478.0,21.58,622659,97659.0,15.68,-46819,-6.99,21.0,60836.0,41.64
PROP_0127,Meriden,Condo,2,1.0,952.0,8712.0,59,1,Fair,1,0,0,0,1,1,1,25,20,1,0,1,256,0,6,31,28,9,0,3558,1177,60,1,0,1,1,1,9367,Driveway,Heat Pump,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Wood,Municipal,Municipal,Summer,184900.0,260384,75484.0,28.99,221017,36117.0,16.34,-39367,-15.12,36.0,11750.0,41.06
PROP_0011,Stamford,Single Family,5,4.0,3648.0,7405.200000000001,48,3,Fair,3,0,0,1,0,1,1,25,20,1,1,0,0,0,8,57,54,3,0,16576,5520,180,2,0,0,1,0,43499,Garage,Gas,Central AC,Asphalt Shingle,Basement,Laminate,Vinyl Siding,Well,Municipal,Winter,915000.0,1239686,324686.0,26.19,1049049,134049.0,12.78,-190637,-15.38,38.0,75550.0,40.71
PROP_0084,Coventry,Townhouse,3,3.0,1540.0,41817.6,65,1,Poor,2,0,0,0,0,1,1,25,20,0,1,1,289,0,8,70,65,4,1,7256,1678,20,0,1,0,1,0,26574,Driveway,Gas,Central AC,Asphalt Shingle,Crawl Space,Tile,Vinyl Siding,Municipal,Septic,Spring,299900.0,330820,30920.0,9.35,358672,58772.0,16.39,27852,8.42,22.0,17198.0,38.9
PROP_0171,Trumbull,Townhouse,2,2.0,1400.0,15245.999999999998,60,1,Poor,1,0,1,0,1,1,1,25,20,0,0,1,270,0,5,73,58,1,0,13721,3120,20,2,0,1,0,0,28942,Driveway,Gas,Window Units,Tile,Crawl Space,Hardwood,Stucco,Municipal,Municipal,Winter,574900.0,729067,154167.0,21.15,660775,85875.0,13.0,-68292,-9.37,37.0,41933.0,37.59
PROP_0282,Watertown,Single Family,3,2.0,1040.0,11325.6,44,1,Fair,2,0,0,0,1,1,0,25,20,1,0,0,0,0,6,39,29,1,0,5234,1610,20,0,1,0,0,2,11891,Garage,Gas,Central AC,Asphalt Shingle,Slab,Laminate,Brick,Municipal,Municipal,Winter,269900.0,372858,102958.0,27.61,315791,45891.0,14.53,-57067,-15.31,32.0,19000.0,37.36
PROP_0136,Stamford,Single Family,6,3.0,2488.0,7840.799999999999,57,1,Fair,3,0,0,0,1,0,1,25,20,1,1,0,0,0,6,33,23,9,0,11873,3318,180,0,0,0,0,2,25705,Street,Gas,Central AC,Metal,Crawl Space,Carpet,Wood,Municipal,Municipal,Summer,599000.0,767393,168393.0,21.94,690076,91076.0,13.2,-77317,-10.08,28.0,50371.0,37.04
PROP_0266,Waterford,Single Family,4,3.0,2681.0,52707.6,50,2,Fair,3,0,1,0,1,0,0,21,20,0,0,0,0,0,5,66,48,12,0,7922,3306,20,0,0,0,0,0,11907,Driveway,Oil,Window Units,Asphalt Shingle,Crawl Space,Hardwood,Wood,Municipal,Septic,Fall,520000.0,577020,57020.0,9.88,611423,91423.0,14.95,34403,5.96,2.0,64516.0,36.75
PROP_0244,Bolton,Single Family,4,4.0,2929.0,40075.2,56,1,Fair,3,1,0,1,1,1,0,21,20,0,1,0,0,0,7,58,43,10,0,6023,2423,60,0,0,0,1,0,8314,Driveway,Electric,Central AC,Tile,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Fall,375000.0,386144,11144.0,2.89,443147,68147.0,15.38,57003,14.76,6.0,44833.0,36.44
PROP_0016,Southington,Single Family,4,3.0,2377.0,16988.4,55,2,Poor,3,0,0,0,1,1,0,25,20,0,1,0,0,0,7,83,62,6,1,5148,1456,30,0,1,0,0,0,15567,Driveway,Electric,Window Units,Metal,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Spring,250000.0,261471,11471.0,4.39,294725,44725.0,15.18,33254,12.72,23.0,14158.0,36.38
PROP_0207,New Haven,Single Family,8,3.0,3556.0,5662.8,63,2,Poor,3,0,1,0,1,1,1,25,20,1,0,0,0,0,7,74,68,11,0,3881,1599,20,0,1,0,0,0,13954,Driveway,Oil,Central AC,Tile,Crawl Space,Tile,Wood,Municipal,Municipal,Fall,250000.0,292677,42677.0,14.58,293431,43431.0,14.8,754,0.26,22.0,14477.0,35.45
PROP_0187,New Fairfield,Single Family,2,3.0,1488.0,8712.0,61,1,Poor,1,0,0,0,1,0,1,25,20,1,0,0,0,0,5,89,69,4,1,8905,2562,90,3,0,0,0,0,24404,Driveway,Electric,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Wood,Municipal,Municipal,Spring,399999.0,370105,-29894.0,-8.08,458796,58797.0,12.82,88691,23.96,39.0,19393.0,35.38
PROP_0353,Milford,Single Family,4,4.0,2850.0,3049.2000000000003,59,2,Fair,3,1,1,0,1,1,1,25,20,1,0,0,0,0,7,56,51,9,0,16707,5156,60,0,1,0,1,0,27059,Carport,Gas,Central AC,Metal,Basement,Hardwood,Vinyl Siding,Well,Municipal,Summer,849900.0,1042096,192196.0,18.44,961066,111166.0,11.57,-81030,-7.78,26.0,69107.0,35.25
PROP_0170,New Milford,Single Family,1,2.0,1644.0,558003.6,54,2,Fair,0,0,1,1,1,1,1,25,20,1,1,0,0,0,7,59,57,3,0,11308,4623,10,0,0,0,0,0,24607,Driveway,Gas,Central AC,Asphalt Shingle,Slab,Tile,Wood,Municipal,Municipal,Winter,750000.0,808100,58100.0,7.19,868017,118017.0,13.6,59917,7.41,1.0,78410.0,35.24
PROP_0287,Portland,Single Family,3,2.0,1155.0,10454.4,58,1,Fair,2,0,0,1,1,1,0,25,20,1,0,0,0,0,7,63,46,4,1,2896,1405,90,0,0,0,1,0,8350,Street,Gas,Window Units,Tile,Basement,Tile,Brick,Municipal,Septic,Spring,215000.0,241919,26919.0,11.13,255259,40259.0,15.77,13340,5.51,9.0,16909.0,35.03
PROP_0343,Woodbridge,Townhouse,2,2.0,935.0,16988.4,55,1,Poor,1,0,0,0,0,1,1,20,20,1,1,1,390,0,8,80,68,8,1,8564,2495,30,2,0,0,1,2,40230,Street,Electric,,Asphalt Shingle,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Summer,389900.0,358742,-31158.0,-8.69,449865,59965.0,13.33,91123,25.4,33.0,4735.0,33.73
PROP_0212,Norwalk,Single Family,2,2.0,1297.0,3920.4,49,1,Fair,1,0,1,1,1,1,1,25,20,0,0,0,0,0,5,75,61,9,0,6937,2297,20,0,0,1,1,0,13902,Garage,Gas,Central AC,Tile,Slab,Hardwood,Wood,Municipal,Municipal,Summer,385000.0,497988,112988.0,22.69,444284,59284.0,13.34,-53704,-10.78,17.0,30382.0,33.12
PROP_0201,East Lyme,Single Family,2,2.0,1820.0,8712.0,44,2,Poor,1,0,0,1,1,1,1,20,18,1,0,0,0,0,7,32,26,7,1,8634,3487,20,2,0,0,1,0,31632,Driveway,Oil,Central AC,Metal,Crawl Space,Tile,Brick,Municipal,Municipal,Summer,541000.0,544819,3819.0,0.7,619360,78360.0,12.65,74541,13.68,22.0,31728.0,32.87
PROP_0025,Stamford,Townhouse,4,2.0,2248.0,14374.8,51,2,Poor,3,0,0,0,0,0,0,25,20,1,1,1,368,0,7,43,36,9,0,13057,4156,20,1,0,0,1,0,38605,Driveway,Gas,,Asphalt Shingle,Basement,Laminate,Stucco,Municipal,Municipal,Summer,639000.0,694045,55045.0,7.93,732464,93464.0,12.76,38419,5.54,12.0,39859.0,31.91
PROP_0160,Waterbury,Single Family,3,3.0,1274.0,8712.0,47,1,Fair,2,0,0,1,1,1,1,25,20,0,0,0,0,0,7,20,17,7,1,4043,1556,60,0,0,0,0,0,10639,Garage,Electric,Central AC,Asphalt Shingle,Basement,Hardwood,Brick,Municipal,Septic,Summer,239900.0,228321,-11579.0,-5.07,280059,40159.0,14.34,51738,22.66,6.0,14520.0,31.33
PROP_0130,Madison,Single Family,4,3.0,1925.0,10454.4,38,2,Fair,3,0,0,0,0,1,1,24,19,0,1,0,0,0,9,49,37,11,0,23504,7717,30,1,0,0,0,0,69230,Garage,Gas,,Asphalt Shingle,Basement,Laminate,Brick,Municipal,Septic,Fall,1250000.0,1305011,55011.0,4.22,1401061,151061.0,10.78,96050,7.36,13.0,66831.0,30.84
PROP_0313,East Haddam,Single Family,4,3.0,2350.0,33976.8,50,2,Fair,3,0,0,1,0,0,1,25,20,0,0,0,0,0,6,54,51,11,0,9520,3076,120,1,0,0,0,0,21827,Garage,Gas,Central AC,Tile,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Fall,485700.0,500742,15042.0,3.0,549892,64192.0,11.67,49150,9.82,22.0,27365.0,30.48
PROP_0167,Stratford,Single Family,4,3.0,2144.0,50529.6,55,2,Fair,3,0,0,0,0,1,1,25,20,0,0,0,0,0,6,45,35,1,0,10485,2989,120,3,0,0,1,0,23858,Street,Gas,Window Units,Asphalt Shingle,Basement,Hardwood,Stucco,Municipal,Municipal,Winter,529900.0,546152,16252.0,2.98,588920,59020.0,10.02,42768,7.83,42.0,20162.0,30.46
PROP_0278,Plainfield,Single Family,6,2.0,3409.0,41382.0,61,3,Poor,3,0,1,0,0,1,1,25,20,1,1,0,0,0,6,42,39,8,1,2520,1101,20,1,0,1,0,2,9565,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Summer,199000.0,231341,32341.0,13.98,224585,25585.0,11.39,-6756,-2.92,37.0,1020.0,30.28
PROP_0276,Stratford,Single Family,3,2.0,1596.0,22215.6,44,2,Fair,2,0,0,1,1,1,1,25,20,1,0,0,0,0,7,23,20,2,0,9897,3262,20,0,0,0,0,0,12288,Street,Heat Pump,Central AC,Tile,Crawl Space,Tile,Wood,Municipal,Municipal,Winter,525000.0,506075,-18925.0,-3.74,599523,74523.0,12.43,93448,18.47,2.0,47235.0,29.98
PROP_0230,Norwalk,Single Family,8,8.0,3540.0,7840.799999999999,56,2,Fair,3,1,0,1,0,1,1,19,20,1,1,0,0,0,5,30,21,2,0,15184,5599,60,1,0,0,0,0,46279,Garage,Gas,Window Units,Metal,Basement,Carpet,Brick,Municipal,Septic,Winter,859000.0,893982,34982.0,3.91,964258,105258.0,10.92,70276,7.86,16.0,43979.0,29.44
PROP_0075,Madison,Single Family,4,3.0,3426.0,43995.6,47,2,Fair,3,0,0,1,1,1,0,22,20,0,0,0,0,0,7,54,40,6,1,11937,5475,60,0,0,0,0,0,37018,Street,Electric,Central AC,Metal,Basement,Laminate,Brick,Municipal,Municipal,Spring,839000.0,917863,78863.0,8.59,943167,104167.0,11.04,25304,2.76,6.0,52149.0,28.49
PROP_0044,Middlebury,Single Family,7,3.0,3173.0,24829.199999999997,49,2,Fair,3,1,0,1,1,1,1,25,20,0,0,0,0,0,7,48,45,2,0,7361,2441,10,0,0,0,0,1,9323,Garage,Electric,Window Units,Asphalt Shingle,Slab,Hardwood,Stucco,Municipal,Municipal,Winter,397500.0,402509,5009.0,1.24,452289,54789.0,12.11,49780,12.37,6.0,30466.0,28.47
PROP_0005,Milford,Single Family,3,4.0,1929.0,7405.200000000001,53,2,Fair,2,0,0,0,1,0,1,25,20,0,0,0,0,0,8,43,38,9,0,12534,3226,120,1,0,0,1,0,14266,Driveway,Gas,Window Units,Asphalt Shingle,Crawl Space,Hardwood,Vinyl Siding,Municipal,Municipal,Summer,559900.0,627963,68063.0,10.84,623581,63681.0,10.21,-4382,-0.7,22.0,34415.0,28.26
PROP_0128,Branford,Single Family,5,3.0,2783.0,18730.8,51,2,Fair,3,1,1,1,1,1,0,25,20,1,0,0,0,0,6,93,78,11,0,7233,1986,30,3,0,0,1,0,12887,Driveway,Oil,Window Units,Asphalt Shingle,Crawl Space,Hardwood,Vinyl Siding,Well,Municipal,Fall,319900.0,328411,8511.0,2.59,356720,36820.0,10.32,28309,8.62,33.0,8933.0,28.13
PROP_0014,Harwinton,Condo,2,1.0,894.0,10890.0,57,1,Fair,1,0,0,0,1,1,0,25,20,0,1,1,223,0,7,90,80,9,0,7655,2191,10,1,0,0,1,0,18036,Garage,Gas,Window Units,Asphalt Shingle,Crawl Space,Laminate,Wood,Municipal,Septic,Summer,339900.0,383582,43682.0,11.39,386271,46371.0,12.0,2689,0.7,11.0,13335.0,27.53
PROP_0304,Southington,Townhouse,2,1.0,696.0,7405.200000000001,52,1,Fair,1,0,0,0,1,0,1,25,20,1,1,1,279,1,7,29,23,8,1,3861,1239,30,2,0,0,1,0,7417,Street,Gas,Central AC,Asphalt Shingle,Crawl Space,Carpet,Vinyl Siding,Municipal,Municipal,Summer,192900.0,209886,16986.0,8.09,217302,24402.0,11.23,7416,3.53,23.0,1985.0,27.26
PROP_0323,Bethlehem,Condo,1,1.0,674.0,21780.0,46,1,Fair,0,0,0,0,1,1,0,22,20,1,0,1,387,0,7,70,51,5,1,6316,2194,30,1,0,0,1,0,10634,Carport,Heat Pump,Central AC,Metal,Basement,Laminate,Vinyl Siding,Well,Municipal,Spring,342900.0,386351,43451.0,11.25,386551,43651.0,11.29,200,0.05,13.0,18017.0,26.98
PROP_0172,Stratford,Single Family,3,2.0,1134.0,10454.4,53,1,Poor,2,0,0,1,0,1,0,25,20,1,0,0,0,0,6,100,94,10,0,5228,2406,10,0,0,1,1,0,39089,Garage,Electric,,Metal,Slab,Hardwood,Brick,Municipal,Municipal,Fall,425000.0,468612,43612.0,9.31,481616,56616.0,11.76,13004,2.78,16.0,2527.0,26.97
PROP_0217,New Britain,Single Family,6,3.0,4577.0,10890.0,60,3,Poor,3,0,1,0,1,1,1,25,20,1,1,0,0,0,9,72,61,11,0,6397,2056,90,2,0,0,1,0,15940,Street,Electric,Central AC,Tile,Slab,Tile,Vinyl Siding,Municipal,Municipal,Fall,329900.0,327684,-2216.0,-0.68,366871,36971.0,10.08,39187,11.96,29.0,6031.0,26.56
PROP_0314,Waterbury,Single Family,2,1.0,1008.0,10018.8,52,1,Fair,1,0,0,0,0,0,0,25,20,1,0,0,0,0,7,76,70,6,1,3450,975,120,0,0,0,1,0,5546,Driveway,Gas,Central AC,Tile,Slab,Laminate,Stucco,Municipal,Municipal,Spring,149900.0,165580,15680.0,9.47,170492,20592.0,12.08,4912,2.97,12.0,46.0,26.56
PROP_0209,Hamden,Single Family,3,1.0,1232.0,6098.400000000001,58,1,Fair,2,0,0,1,0,1,0,25,20,0,0,0,0,0,7,38,36,6,1,6638,1658,30,1,0,0,0,0,9258,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Hardwood,Brick,Municipal,Municipal,Spring,275000.0,269486,-5514.0,-2.05,310146,35146.0,11.33,40660,15.09,13.0,10888.0,26.35
PROP_0363,Litchfield,Single Family,4,4.0,2900.0,474804.0,61,2,Poor,3,0,0,1,1,1,1,25,20,1,0,0,0,0,8,68,56,12,0,20388,5248,120,0,0,0,1,0,81182,Street,Electric,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Stucco,Municipal,Municipal,Fall,849900.0,782557,-67343.0,-8.61,957717,107817.0,11.26,175160,22.38,12.0,11635.0,26.08
PROP_0059,Waterford,Single Family,3,3.0,1647.0,10018.8,50,2,Poor,2,0,1,0,0,1,0,17,20,0,1,0,0,0,7,33,29,8,1,6697,3359,10,0,0,0,1,0,27261,Driveway,Gas,Window Units,Metal,Basement,Hardwood,Brick,Municipal,Septic,Summer,529900.0,485001,-44899.0,-9.26,598889,68989.0,11.52,113888,23.48,1.0,26728.0,25.91
PROP_0121,Newtown,Single Family,4,3.0,2760.0,87120.0,47,1,Poor,3,0,1,1,1,1,0,22,20,0,0,0,0,0,7,19,17,3,0,16415,4692,10,2,0,0,1,0,72955,Driveway,Gas,Central AC,Tile,Crawl Space,Hardwood,Brick,Municipal,Municipal,Winter,739900.0,740234,334.0,0.05,828623,88723.0,10.71,88389,11.94,21.0,768.0,25.7
PROP_0331,Lebanon,Single Family,3,1.0,1080.0,54014.4,57,1,Poor,2,0,0,1,1,0,1,25,20,0,0,0,0,0,5,7,5,7,1,4730,1695,10,0,0,0,0,0,15746,Driveway,Oil,,Metal,Crawl Space,Hardwood,Wood,Municipal,Municipal,Summer,259900.0,283139,23239.0,8.21,295955,36055.0,12.18,12816,4.53,1.0,5309.0,25.09
PROP_0342,Watertown,Single Family,4,3.0,1396.0,14810.4,52,1,Fair,3,0,0,0,0,1,1,23,20,0,0,0,0,0,7,37,36,2,0,6526,1666,60,0,0,0,0,2,5963,Driveway,Gas,Central AC,Asphalt Shingle,Basement,Laminate,Brick,Municipal,Septic,Winter,289900.0,306832,16932.0,5.52,322230,32330.0,10.03,15398,5.02,16.0,11367.0,24.4
