property_id,neighborhood,property_type,bedrooms,bathrooms,square_feet,lot_size,age,stories,condition,garage_spaces,has_pool,has_fireplace,has_deck,has_fence,has_central_heat,has_central_air,years_since_roof_replaced,years_since_hvac_replaced,kitchen_updated,bathrooms_updated,has_hoa,hoa_fee,has_special_assessment,school_rating,walk_score,transit_score,listing_month,is_spring_summer,annual_tax,estimated_rent,days_on_market,price_reductions,is_foreclosure,has_lien,owner_occupied,num_distress_keywords,estimated_repair_cost,parking_type,heating_type,cooling_type,roof_type,foundation_type,flooring_type,exterior_type,water_source,sewer_type,listing_season,listed_price,true_market_value,spread,spread_percentage,predicted_market_value,predicted_spread,predicted_spread_pct,prediction_error,prediction_error_pct,distress_score,estimated_profit,opportunity_score
PROP_0170,New Milford,Single Family,1,2.0,1644.0,558003.6,48,2,Fair,0,0,0,1,1,1,1,25,20,0,0,0,0,0,6,95,75,8,1,9007,4522,60,1,1,0,0,0,23259,Garage,Gas,Central AC,Asphalt Shingle,Basement,Carpet,Wood,Municipal,Septic,Summer,750000.0,1026165,276165.0,26.91,1026107,276107.0,26.91,-58,-0.01,36.0,237848.0,84.8
PROP_0974,East Hartford,Single Family,3,2.0,1434.0,2178.0,57,1,Poor,2,0,0,1,0,0,0,25,20,0,1,0,0,0,7,80,62,2,0,2993,1085,180,0,1,0,1,0,8207,Garage,Oil,Central AC,Asphalt Shingle,Crawl Space,Hardwood,Vinyl Siding,Municipal,Septic,Winter,169900.0,192960,23060.0,11.95,261216,91316.0,34.96,68256,35.37,38.0,68109.0,84.33
PROP_0718,Waterford,Single Family,4,3.0,2821.0,21344.4,51,1,Fair,3,0,0,1,0,1,0,25,20,0,0,0,0,0,8,66,62,3,0,6936,2495,20,0,0,1,1,0,10148,Garage,Electric,Central AC,Metal,Slab,Hardwood,Brick,Municipal,Municipal,Winter,410000.0,600274,190274.0,31.7,600174,190174.0,31.69,-100,-0.02,17.0,165026.0,83.28
PROP_0152,Watertown,Townhouse,4,3.0,2266.0,27007.2,50,1,Fair,3,0,0,0,1,0,0,25,20,0,1,1,210,0,7,34,30,1,0,11462,3076,180,0,0,0,1,0,15354,Street,Gas,Central AC,Flat,Slab,Carpet,Vinyl Siding,Well,Municipal,Winter,479900.0,688617,208717.0,30.31,688676,208776.0,30.32,59,0.01,18.0,178422.0,82.08
PROP_0623,Southington,Single Family,3,4.0,2326.0,23522.4,55,1,Fair,2,0,0,0,1,1,1,23,20,0,1,0,0,0,7,71,56,9,0,7009,2972,30,0,1,0,1,0,27675,Carport,Gas,Window Units,Asphalt Shingle,Slab,Tile,Wood,Municipal,Municipal,Summer,519900.0,740343,220443.0,29.78,739981,220081.0,29.74,-362,-0.05,23.0,177406.0,81.82
PROP_0902,Brookfield,Single Family,3,4.0,2899.0,18295.2,30,2,Fair,2,0,1,0,1,1,1,10,19,1,1,0,0,0,7,56,50,2,0,45898,19545,60,0,0,0,1,0,77039,Street,Gas,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Septic,Winter,2974900.0,2943557,-31343.0,-1.06,3522647,547747.0,15.55,579090,19.67,6.0,455708.0,77.87
PROP_0877,Colchester,Single Family,3,3.0,1322.0,8712.0,57,1,Fair,2,0,0,0,0,1,0,19,20,0,1,0,0,0,7,40,31,1,0,6269,1807,180,0,0,0,1,0,17423,Driveway,Heat Pump,Central AC,Metal,Basement,Hardwood,Wood,Well,Municipal,Winter,304900.0,445699,140799.0,31.59,445427,140527.0,31.55,-272,-0.06,18.0,108104.0,77.51
PROP_0987,Norwalk,Single Family,2,2.0,1056.0,8712.0,52,1,Fair,1,0,0,0,0,0,0,25,20,0,0,0,0,0,8,41,31,2,0,4806,1703,90,0,1,0,0,0,12765,Driveway,Gas,Central AC,Metal,Basement,Hardwood,Brick,Municipal,Septic,Winter,269900.0,390261,120361.0,30.84,390176,120276.0,30.83,-85,-0.02,29.0,92511.0,76.71
PROP_0582,East Hampton,Single Family,4,4.0,4903.0,35719.2,46,2,Fair,3,0,0,1,0,1,0,21,18,1,0,0,0,0,7,63,48,3,0,15592,5822,30,2,0,1,1,1,46137,Driveway,Gas,Central AC,Asphalt Shingle,Crawl Space,Laminate,Vinyl Siding,Well,Municipal,Winter,975000.0,1257626,282626.0,22.47,1257575,282575.0,22.47,-51,-0.0,43.0,221438.0,75.68
PROP_0067,Westport,Single Family,4,3.0,3130.0,43560.0,55,3,Poor,3,0,0,0,0,1,0,25,20,0,1,0,0,0,8,74,72,8,1,32757,12468,20,0,1,0,1,1,185474,Garage,Gas,Central AC,Tile,Slab,Tile,Vinyl Siding,Municipal,Municipal,Summer,1995000.0,2847683,852683.0,29.94,2489982,494982.0,19.88,-357701,-12.56,27.0,294508.0,74.61
PROP_0337,Stamford,Townhouse,4,3.0,2110.0,10018.8,62,2,Poor,3,0,1,0,0,1,0,25,20,1,0,0,0,0,6,75,67,7,1,11493,4024,180,0,0,0,1,2,63454,Driveway,Gas,Window Units,Asphalt Shingle,Slab,Hardwood,Brick,Municipal,Municipal,Summer,640000.0,869205,229205.0,26.37,869137,229137.0,26.36,-68,-0.01,28.0,150683.0,73.39
PROP_0905,Middlefield,Single Family,3,2.0,1392.0,22215.6,63,1,Poor,2,0,1,1,0,0,1,25,20,1,0,0,0,0,7,46,45,5,1,6293,1823,10,1,0,1,0,1,13876,Driveway,Oil,Central AC,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Well,Septic,Spring,299900.0,421369,121469.0,28.83,421205,121305.0,28.8,-164,-0.04,31.0,92429.0,73.04
PROP_0766,Windsor,Townhouse,3,3.0,1622.0,797148.0,53,2,Fair,2,0,0,0,0,1,0,20,20,1,0,1,215,0,7,94,68,10,0,10233,2522,180,1,0,1,0,1,21634,Street,Gas,Central AC,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Fall,449900.0,602362,152462.0,25.31,602381,152481.0,25.31,19,0.0,48.0,115847.0,71.8
PROP_0922,Ridgefield,Single Family,3,2.0,1485.0,76230.0,43,1,Fair,2,0,0,1,0,1,0,24,20,1,0,0,0,0,6,75,57,8,1,15468,3435,10,1,0,1,1,0,17707,Driveway,Oil,Central AC,Metal,Crawl Space,Laminate,Wood,Municipal,Municipal,Summer,619900.0,822341,202441.0,24.62,822300,202400.0,24.61,-41,-0.0,26.0,169693.0,71.39
PROP_0255,New Canaan,Townhouse,3,2.0,1125.0,260488.8,46,1,Fair,2,0,1,0,1,1,1,25,20,1,0,0,0,0,7,16,13,7,1,23855,6282,20,3,1,0,1,0,24546,Carport,Electric,Central AC,Asphalt Shingle,Basement,Hardwood,Brick,Municipal,Municipal,Summer,1050000.0,1305820,255820.0,19.59,1305773,255773.0,19.59,-47,-0.0,52.0,216227.0,71.2
PROP_0167,Stratford,Single Family,4,3.0,2144.0,50529.6,58,1,Fair,3,0,0,0,1,0,0,25,20,1,1,0,0,0,7,84,71,4,1,7762,3308,60,0,0,1,1,0,22540,Driveway,Electric,Central AC,Asphalt Shingle,Basement,Hardwood,Vinyl Siding,Municipal,Municipal,Spring,529900.0,715441,185541.0,25.93,715396,185496.0,25.93,-45,-0.01,21.0,147956.0,70.86
PROP_0098,Bristol,Townhouse,3,2.0,1894.0,20037.6,47,1,Fair,2,0,1,0,1,1,0,25,20,0,1,1,188,0,7,39,35,6,1,6757,1849,180,1,0,0,1,0,6257,Garage,Oil,Central AC,Asphalt Shingle,Slab,Hardwood,Vinyl Siding,Municipal,Septic,Spring,289900.0,400776,110876.0,27.67,400776,110876.0,27.67,0,0.0,28.0,89619.0,69.9
PROP_0028,Trumbull,Single Family,3,3.0,2051.0,21780.0,53,2,Fair,2,0,1,0,1,0,1,25,20,1,0,0,0,0,5,27,19,11,0,13288,3248,60,1,0,1,1,0,14875,Garage,Oil,,Asphalt Shingle,Crawl Space,Tile,Vinyl Siding,Municipal,Municipal,Fall,565000.0,738963,173963.0,23.54,738972,173972.0,23.54,9,0.0,31.0,144097.0,67.69
PROP_0866,Fairfield,Single Family,4,3.0,2085.0,14810.4,61,2,Poor,3,0,1,1,0,0,1,22,20,1,0,0,0,0,9,54,45,4,1,14542,4559,60,1,1,0,1,0,50423,Garage,Gas,Central AC,Metal,Basement,Carpet,Stucco,Municipal,Municipal,Spring,719000.0,968616,249616.0,25.77,926294,207294.0,22.38,-42322,-4.37,36.0,141871.0,66.15
PROP_0631,Meriden,Condo,3,1.0,792.0,4791.6,57,1,Fair,2,0,0,0,0,1,0,18,20,0,1,1,120,0,8,68,58,10,0,2944,977,20,0,1,0,1,0,5821,Garage,Electric,Central AC,Asphalt Shingle,Slab,Hardwood,Brick,Municipal,Municipal,Fall,179900.0,250823,70923.0,28.28,250845,70945.0,28.28,22,0.01,22.0,50124.0,65.97
PROP_0147,Bristol,Townhouse,2,2.0,1092.0,8712.0,58,1,Fair,1,0,1,0,0,1,1,22,20,0,1,1,443,1,7,74,53,3,0,2722,831,10,0,1,0,0,0,4134,Street,Gas,Central AC,Asphalt Shingle,Crawl Space,Tile,Vinyl Siding,Well,Municipal,Winter,149900.0,210414,60514.0,28.76,210404,60504.0,28.76,-10,-0.0,21.0,41370.0,65.86
PROP_0740,Stamford,Single Family,2,2.0,1199.0,8712.0,58,1,Poor,1,0,1,1,1,0,1,25,20,0,0,0,0,0,8,66,53,12,0,9573,2756,10,2,1,0,0,0,19868,Carport,Heat Pump,Central AC,Tile,Crawl Space,Tile,Vinyl Siding,Municipal,Municipal,Fall,425000.0,482595,57595.0,11.93,555966,130966.0,23.56,73371,15.2,41.0,96098.0,64.93
PROP_0743,East Hampton,Single Family,3,3.0,3148.0,114562.8,54,2,Poor,2,1,1,0,1,0,1,25,20,0,1,0,0,0,5,77,61,2,0,2595,1131,30,2,0,1,0,0,13156,Carport,Gas,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Winter,199900.0,271649,71749.0,26.41,271695,71795.0,26.42,46,0.02,38.0,43639.0,64.8
PROP_0472,Westport,Single Family,6,8.0,6811.0,54014.4,43,3,Fair,3,0,0,0,1,1,1,21,20,1,0,0,0,0,7,37,25,10,0,54922,21076,90,0,0,0,1,0,163718,Driveway,Gas,Window Units,Metal,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Fall,3790000.0,4339484,549484.0,12.66,4339410,549410.0,12.66,-74,-0.0,9.0,370692.0,64.19
PROP_0939,West Hartford,Single Family,4,4.0,2392.0,14374.8,56,2,Poor,3,0,0,0,0,1,1,21,20,1,0,0,0,0,6,59,56,3,0,15245,3400,60,0,1,0,1,0,27571,Driveway,Gas,Central AC,Flat,Slab,Hardwood,Vinyl Siding,Municipal,Septic,Winter,620000.0,800799,180799.0,22.58,800792,180792.0,22.58,-7,-0.0,26.0,138221.0,64.18
PROP_0771,Norwich,Single Family,3,2.0,1512.0,7840.799999999999,47,2,Fair,2,0,0,1,1,1,1,25,20,0,0,0,0,0,7,67,58,10,0,6034,1515,60,2,0,1,0,0,13602,Street,Oil,Central AC,Asphalt Shingle,Crawl Space,Tile,Stucco,Municipal,Municipal,Fall,249900.0,333512,83612.0,25.07,333494,83594.0,25.07,-18,-0.01,41.0,54992.0,63.84
PROP_0321,Plymouth,Condo,1,1.0,480.0,3920.4,47,1,Fair,0,0,0,0,1,1,1,24,20,1,0,1,418,0,7,54,47,7,1,1532,480,30,1,0,1,0,2,2552,Street,Heat Pump,Central AC,Tile,Crawl Space,Hardwood,Stucco,Municipal,Municipal,Summer,79900.0,98152,18252.0,18.6,109716,29816.0,27.18,11564,11.78,38.0,12264.0,63.19
PROP_0864,Sherman,Single Family,3,4.0,2400.0,104979.6,58,1,Fair,2,0,0,1,1,1,1,25,20,0,0,0,0,0,9,100,74,1,0,14050,4641,60,0,0,1,1,0,28349,Garage,Oil,Central AC,Asphalt Shingle,Basement,Carpet,Vinyl Siding,Municipal,Municipal,Winter,750000.0,952487,202487.0,21.26,952537,202537.0,21.26,50,0.01,21.0,159188.0,62.64
PROP_0580,Danbury,Townhouse,3,3.0,2103.0,8712.0,49,2,Poor,2,0,0,0,0,1,0,19,20,1,1,1,168,0,7,76,63,12,0,18308,4868,120,0,1,0,1,1,67855,Street,Oil,Window Units,Asphalt Shingle,Basement,Hardwood,Stucco,Municipal,Municipal,Fall,740450.0,938822,198372.0,21.13,938882,198432.0,21.13,60,0.01,37.0,115577.0,61.22
PROP_0936,Greenwich,Single Family,5,4.0,3446.0,21780.0,40,2,Poor,3,0,0,1,1,1,0,12,17,0,1,0,0,0,7,95,89,8,1,57774,19648,30,1,0,0,1,1,288348,Carport,Oil,Central AC,Flat,Slab,Tile,Vinyl Siding,Municipal,Septic,Summer,2995000.0,2949719,-45281.0,-1.54,3553613,558613.0,15.72,603894,20.47,18.0,255265.0,60.57
PROP_0837,Ellington,Single Family,3,3.0,1862.0,43560.0,51,2,Fair,2,0,0,1,0,1,0,25,20,1,1,0,0,0,5,83,79,2,0,6892,2293,10,0,0,1,1,0,10440,Carport,Electric,Central AC,Metal,Slab,Hardwood,Vinyl Siding,Municipal,Septic,Winter,359900.0,430966,71066.0,16.49,474696,114796.0,24.18,43730,10.15,16.0,89356.0,60.5
PROP_0171,Trumbull,Townhouse,2,2.0,1400.0,15245.999999999998,56,1,Fair,1,0,0,0,0,0,1,25,20,1,0,0,0,0,8,48,43,9,0,11684,3355,180,2,0,0,1,0,29834,Street,Oil,,Asphalt Shingle,Slab,Laminate,Wood,Municipal,Septic,Summer,574900.0,727172,152272.0,20.94,727238,152338.0,20.95,66,0.01,38.0,107504.0,60.25
PROP_0316,Canterbury,Single Family,2,2.0,1469.0,139392.0,64,1,Poor,1,0,0,0,0,1,1,25,20,0,0,0,0,0,9,54,51,11,0,4668,1952,120,0,1,0,1,0,37623,Garage,Gas,Central AC,Asphalt Shingle,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Fall,355000.0,466373,111373.0,23.88,466312,111312.0,23.87,-61,-0.01,32.0,58689.0,60.01
PROP_0603,East Hartford,Single Family,3,2.0,1850.0,14810.4,52,1,Fair,2,0,1,1,1,1,0,25,20,0,0,0,0,0,6,39,32,11,0,5318,1313,180,0,0,0,0,0,11320,Garage,Oil,Central AC,Metal,Crawl Space,Tile,Vinyl Siding,Municipal,Municipal,Fall,239900.0,321229,81329.0,25.32,321255,81355.0,25.32,26,0.01,18.0,55035.0,59.74
PROP_0775,New Fairfield,Condo,1,1.0,500.0,15245.999999999998,52,1,Poor,0,0,0,0,0,1,1,25,20,0,1,1,491,0,7,37,26,11,0,3650,981,10,2,0,1,0,1,8856,Driveway,Electric,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Well,Municipal,Fall,164900.0,216861,51961.0,23.96,216839,51939.0,23.95,-22,-0.01,41.0,28083.0,58.91
PROP_0078,Watertown,Townhouse,3,1.0,988.0,10018.8,58,1,Fair,2,0,1,0,1,0,0,25,20,0,0,0,0,0,9,33,28,10,0,4147,1692,180,1,0,0,0,0,8302,Driveway,Electric,Central AC,Asphalt Shingle,Crawl Space,Laminate,Vinyl Siding,Municipal,Municipal,Fall,259900.0,326808,66908.0,20.47,340229,80329.0,23.61,13421,4.11,28.0,57027.0,58.52
PROP_0318,Monroe,Townhouse,3,2.0,1799.0,44431.2,63,2,Poor,2,0,1,0,1,0,1,25,20,1,0,1,356,0,8,33,25,4,1,8221,2697,90,3,0,0,0,0,20752,Garage,Oil,Window Units,Asphalt Shingle,Slab,Hardwood,Vinyl Siding,Municipal,Municipal,Spring,409900.0,416928,7028.0,1.69,520740,110840.0,21.29,103812,24.9,39.0,75088.0,57.89
PROP_0413,Groton,Single Family,4,1.0,1000.0,20037.6,46,1,Poor,3,0,1,1,0,1,1,19,20,0,0,0,0,0,8,100,78,1,0,4841,1347,10,1,1,0,1,0,12854,Garage,Electric,Central AC,Flat,Crawl Space,Tile,Brick,Municipal,Municipal,Winter,210000.0,276017,66017.0,23.92,276006,66006.0,23.91,-11,-0.0,31.0,38152.0,57.84
PROP_0809,Vernon,Single Family,3,2.0,1528.0,30056.4,53,2,Poor,2,0,0,0,1,1,0,25,20,1,0,0,0,0,6,90,87,12,0,4196,1390,90,0,1,0,0,0,12834,Carport,Gas,Window Units,Tile,Slab,Hardwood,Brick,Municipal,Municipal,Fall,249900.0,326974,77074.0,23.57,326942,77042.0,23.56,-32,-0.01,29.0,49208.0,57.84
PROP_0654,Stonington,Single Family,3,2.0,1376.0,45302.4,56,1,Fair,2,0,1,1,0,0,0,25,20,1,1,0,0,0,7,59,52,12,0,5759,2734,10,1,1,0,0,0,14144,Street,Electric,Window Units,Asphalt Shingle,Basement,Carpet,Brick,Municipal,Municipal,Fall,430000.0,546974,116974.0,21.39,546974,116974.0,21.39,0,0.0,31.0,87830.0,57.76
PROP_0667,Torrington,Single Family,6,3.0,1566.0,6534.0,53,2,Poor,3,0,0,1,0,1,1,25,20,0,0,0,0,0,6,10,9,8,1,2747,1016,20,0,1,0,1,1,11465,Carport,Heat Pump,Central AC,Asphalt Shingle,Basement,Hardwood,Wood,Municipal,Septic,Summer,179000.0,236828,57828.0,24.42,236829,57829.0,24.42,1,0.0,27.0,31364.0,57.38
PROP_0660,Darien,Townhouse,3,3.0,1780.0,21780.0,56,1,Fair,2,0,0,0,0,1,0,25,20,0,0,0,0,0,8,85,65,9,0,18231,5684,10,3,0,0,0,1,30262,Carport,Gas,Central AC,Asphalt Shingle,Slab,Hardwood,Stucco,Municipal,Municipal,Summer,869000.0,849212,-19788.0,-2.33,1058048,189048.0,17.87,208836,24.59,36.0,143786.0,57.32
PROP_0774,Enfield,Single Family,2,2.0,1874.0,8712.0,58,1,Poor,1,0,0,0,1,1,0,25,20,1,0,0,0,0,8,90,87,8,1,9645,2611,10,2,1,0,1,0,45753,Carport,Heat Pump,Window Units,Asphalt Shingle,Crawl Space,Laminate,Vinyl Siding,Well,Municipal,Summer,469900.0,596514,126614.0,21.23,596471,126571.0,21.22,-43,-0.01,41.0,65818.0,57.22
PROP_0126,New Milford,Single Family,3,2.0,1776.0,8712.0,65,2,Poor,2,0,0,0,1,1,0,25,20,0,1,0,0,0,7,76,56,2,0,5672,1426,180,0,0,0,1,0,27138,Driveway,Gas,,Asphalt Shingle,Crawl Space,Tile,Brick,Municipal,Municipal,Winter,249000.0,330275,81275.0,24.61,330154,81154.0,24.58,-121,-0.04,18.0,39016.0,56.66
PROP_0708,Trumbull,Single Family,4,3.0,2000.0,44431.2,58,2,Fair,3,0,0,1,1,1,1,19,20,0,0,0,0,0,7,68,50,1,0,13496,3537,120,0,1,0,1,0,25160,Driveway,Electric,Central AC,Asphalt Shingle,Basement,Tile,Vinyl Siding,Well,Municipal,Winter,625000.0,776310,151310.0,19.49,776309,151309.0,19.49,-1,-0.0,32.0,111149.0,56.49
PROP_0997,North Stonington,Single Family,3,3.0,1786.0,10018.8,52,1,Fair,2,0,0,0,1,1,0,25,20,0,0,0,0,0,7,100,86,3,0,5815,2149,180,1,1,0,1,0,13257,Street,Gas,Central AC,Flat,Crawl Space,Carpet,Vinyl Siding,Well,Municipal,Winter,357900.0,448449,90549.0,20.19,448527,90627.0,20.21,78,0.02,48.0,62370.0,56.26
PROP_0502,Stratford,Single Family,3,1.0,1008.0,5227.2,47,1,Fair,2,0,1,0,0,1,1,18,20,0,1,0,0,0,7,65,58,4,1,4591,1673,30,2,0,1,1,1,14893,Driveway,Heat Pump,Window Units,Asphalt Shingle,Slab,Laminate,Brick,Well,Municipal,Spring,265000.0,338044,73044.0,21.61,337998,72998.0,21.6,-46,-0.01,43.0,43105.0,56.11
PROP_0788,Glastonbury,Single Family,3,2.0,1370.0,8712.0,57,1,Poor,2,0,0,1,1,0,1,25,20,0,0,0,0,0,8,43,31,9,0,4846,1385,180,1,0,0,0,2,8695,Garage,Electric,Central AC,Asphalt Shingle,Basement,Laminate,Vinyl Siding,Municipal,Municipal,Summer,215000.0,276812,61812.0,22.33,276693,61693.0,22.3,-119,-0.04,38.0,37998.0,56.0
PROP_0037,New Milford,Single Family,3,4.0,6057.0,50965.2,58,3,Fair,2,0,1,1,0,0,0,25,20,0,0,0,0,0,7,46,40,5,1,10611,4744,180,2,0,0,1,0,32254,Garage,Gas,Central AC,Tile,Basement,Laminate,Vinyl Siding,Municipal,Municipal,Spring,850000.0,1030405,180405.0,17.51,1030447,180447.0,17.51,42,0.0,38.0,133193.0,55.94
PROP_0275,Danbury,Single Family,3,2.0,1170.0,7840.799999999999,51,1,Fair,2,0,1,1,1,0,1,25,20,0,1,0,0,0,6,50,35,9,0,7209,2254,20,0,1,0,0,0,11568,Driveway,Gas,,Asphalt Shingle,Basement,Laminate,Wood,Municipal,Municipal,Summer,349000.0,518799,169799.0,32.73,447046,98046.0,21.93,-71753,-13.83,22.0,71478.0,55.41
PROP_0758,Westport,Townhouse,2,3.0,2437.0,8712.0,32,2,Fair,1,0,0,0,1,1,1,12,17,1,0,1,353,0,6,69,51,8,1,64326,18965,120,0,0,0,1,0,78397,Garage,Heat Pump,Central AC,Asphalt Shingle,Basement,Hardwood,Brick,Municipal,Municipal,Summer,3370500.0,3777408,406908.0,10.77,3777398,406898.0,10.77,-10,-0.0,12.0,313501.0,55.29
PROP_0858,Stratford,Single Family,3,1.0,1463.0,7405.200000000001,51,1,Fair,2,0,0,1,1,1,1,19,20,1,0,0,0,0,8,38,33,12,0,6929,2163,10,1,1,0,0,0,16309,Driveway,Oil,Central AC,Asphalt Shingle,Slab,Carpet,Vinyl Siding,Municipal,Municipal,Fall,355000.0,450978,95978.0,21.28,450961,95961.0,21.28,-17,-0.0,31.0,64652.0,55.23
PROP_0068,Montville,Single Family,3,2.0,1200.0,14810.4,61,1,Poor,2,0,0,1,1,1,1,21,20,0,1,0,0,0,7,75,66,4,1,6090,1676,30,0,1,0,0,0,13487,Driveway,Electric,Central AC,Metal,Slab,Tile,Brick,Municipal,Municipal,Spring,269900.0,348532,78632.0,22.56,348519,78619.0,22.56,-13,-0.0,23.0,50132.0,54.73
PROP_0356,Darien,Single Family,6,6.0,3873.0,21344.4,49,2,Fair,3,0,1,0,0,1,0,20,19,0,0,0,0,0,6,47,34,8,1,32134,15998,60,1,0,0,1,0,95432,Street,Gas,,Asphalt Shingle,Slab,Hardwood,Brick,Municipal,Municipal,Summer,2495000.0,2863098,368098.0,12.86,2862962,367962.0,12.85,-136,-0.0,16.0,257530.0,54.65
PROP_0519,New Milford,Townhouse,2,2.0,1026.0,8712.0,65,1,Distressed,1,0,0,0,1,1,1,25,20,0,0,1,158,0,8,63,55,8,1,2289,1233,90,0,0,1,1,1,15182,Garage,Oil,Window Units,Asphalt Shingle,Slab,Tile,Vinyl Siding,Municipal,Septic,Summer,187500.0,242856,55356.0,22.79,242884,55384.0,22.8,28,0.01,29.0,25202.0,53.92
